Dividends for VTSMX: 02/16/2016-02/15/2019
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
06/24/2005   0.420    97.194     40.82    109.80    0.372      97.566
09/23/2005   0.530    97.566     51.71    111.93    0.462      98.028
12/28/2005   0.600    98.028     58.82    115.82    0.508      98.536
03/17/2006   0.490    98.536     48.28    120.35    0.401      98.937
06/23/2006   0.480    98.937     47.49    114.60    0.414      99.351
09/22/2006   0.520    99.351     51.66    121.08    0.427      99.778
12/26/2006   0.650    99.778     64.86    130.43    0.497     100.275
03/23/2007   0.550   100.275     55.15    132.20    0.417     100.692
06/22/2007   0.570   100.692     57.39    138.32    0.415     101.107
09/21/2007   0.620   101.107     62.69    140.49    0.446     101.553
12/21/2007   0.750   101.553     76.17    136.59    0.558     102.111
03/27/2008   0.600   102.111     61.27    122.02    0.502     102.613
06/26/2008   0.570   102.613     58.49    118.12    0.495     103.108
09/25/2008   0.635   103.108     65.47    111.27    0.588     103.697
12/26/2008   0.700   103.697     72.59     80.23    0.905     104.601
03/26/2009   0.528   104.601     55.23     76.64    0.721     105.322
06/23/2009   0.435   105.322     45.82     82.46    0.556     105.878
09/28/2009   0.482   105.878     51.03     97.98    0.521     106.399
12/28/2009   0.659   106.399     70.12    103.81    0.675     107.074
03/29/2010   0.437   107.074     46.79    108.07    0.433     107.507
06/28/2010   0.506   107.507     54.40     98.93    0.550     108.057
09/23/2010   0.529   108.057     57.16    103.52    0.552     108.609
12/23/2010   0.494   108.609     53.65    115.72    0.464     109.073
03/24/2011   0.505   109.073     55.08    120.59    0.457     109.529
06/23/2011   0.536   109.529     58.71    118.19    0.497     110.026
09/22/2011   0.554   110.026     60.95    103.97    0.586     110.612
12/22/2011   0.651   110.612     72.01    115.43    0.624     111.236
03/23/2012   0.536   111.236     59.62    128.69    0.463     111.700
06/22/2012   0.607   111.700     67.80    122.99    0.551     112.251
09/21/2012   0.651   112.251     73.08    134.57    0.543     112.794
12/21/2012   0.905   112.794    102.08    131.69    0.775     113.569
03/21/2013   0.635   113.569     72.12    142.40    0.506     114.075
06/21/2013   0.697   114.075     79.51    146.72    0.542     114.617
09/20/2013   0.747   114.617     85.62    157.57    0.543     115.161
12/23/2013   0.869   115.161    100.07    168.42    0.594     115.755
03/21/2014   0.734   115.755     84.96    172.04    0.494     116.249

Dividends for VTSMX: 04/24/2002-10/21/2012
Date      Dividend   Shares    Div Amt  Sh Price Purchased  New Sh Owned
06/21/2002   0.060   401.123     24.07     22.58    1.066     402.189
09/27/2002   0.070   402.189     28.15     18.94    1.486     403.675
12/20/2002   0.093   403.675     37.54     20.38    1.842     405.518
03/28/2003   0.070   405.518     28.39     19.69    1.442     406.959
06/20/2003   0.070   406.959     28.49     22.89    1.245     408.204
09/26/2003   0.080   408.204     32.66     23.21    1.407     409.611
12/19/2003   0.107   409.611     43.83     25.45    1.722     411.333
03/26/2004   0.080   411.333     32.91     26.09    1.261     412.594
06/25/2004   0.090   412.594     37.13     26.67    1.392     413.986
09/24/2004   0.090   413.986     37.26     26.11    1.427     415.413
12/23/2004   0.185   415.413     76.85     28.68    2.680     418.093
03/23/2005   0.100   418.093     41.81     27.78    1.505     419.598
06/24/2005   0.090   419.598     37.76     28.42    1.329     420.927
09/23/2005   0.130   420.927     54.72     29.12    1.879     422.806
12/23/2005   0.153   422.806     64.69     30.46    2.124     424.930
03/17/2006   0.120   424.930     50.99     31.57    1.615     426.545
06/23/2006   0.120   426.545     51.19     30.02    1.705     428.250
09/22/2006   0.120   428.250     51.39     31.50    1.631     429.881
12/21/2006   0.164   429.881     70.50     34.06    2.070     431.951
03/23/2007   0.140   431.951     60.47     34.75    1.740     433.692
06/22/2007   0.130   433.692     56.38     36.35    1.551     435.243
09/21/2007   0.150   435.243     65.29     36.72    1.778     437.021
12/19/2007   0.182   437.021     79.54     34.93    2.277     439.298
03/24/2008   0.145   439.298     63.70     32.44    1.964     441.261
06/23/2008   0.146   441.261     64.42     32.20    2.001     443.262
09/23/2008   0.138   443.262     61.17     29.09    2.103     445.365
12/19/2008   0.157   445.365     69.92     21.37    3.272     448.637
